alphas.0	alphas.1	alphau.0	alphau.1	q
1.124768	0.375258	14.367042	0.169482	0.531313
1.124767	0.375257	14.367042	0.169481	0.551109
1.124765	0.375257	8.291851	0.169481	0.542254
1.124766	0.375256	11.071297	0.169481	0.501212
1.124767	0.375256	11.071297	0.169482	0.562426
1.124766	0.375257	11.071297	0.169481	0.505913
1.124767	0.375257	13.879014	0.169481	0.478265
1.124762	0.375257	13.879014	0.169481	0.559820
1.124771	0.375257	13.457193	0.169481	0.492816
1.124774	0.375255	13.374149	0.169481	0.525688
1.124777	0.375254	15.026797	0.169481	0.493181
1.124776	0.375255	14.948599	0.169481	0.527341
1.124780	0.375256	14.948599	0.169482	0.533064
1.124782	0.375255	10.740806	0.169482	0.525590
1.124784	0.375255	8.608731	0.169481	0.620378
1.124787	0.375254	8.608731	0.169481	0.573735
1.124791	0.375253	13.125222	0.169482	0.474921
1.124800	0.375252	13.125222	0.169481	0.567120
1.124794	0.375252	12.773759	0.169481	0.522019
1.124802	0.375253	12.773759	0.169481	0.550829
1.124803	0.375253	12.773759	0.169482	0.596386
1.124806	0.375253	12.773759	0.169482	0.513480
1.124802	0.375253	12.773759	0.169482	0.499590
1.124798	0.375252	12.773759	0.169481	0.501529
1.124802	0.375252	12.773759	0.169481	0.487052
1.124801	0.375252	11.922545	0.169481	0.558247
1.124798	0.375252	10.933576	0.169481	0.530541
1.124801	0.375254	13.208170	0.169481	0.507527
1.124805	0.375254	14.365887	0.169481	0.548830
1.124796	0.375253	14.365887	0.169481	0.520595
1.124792	0.375253	14.757810	0.169481	0.537346
1.124795	0.375252	14.757810	0.169480	0.494440
1.124786	0.375253	12.343500	0.169480	0.529659
1.124778	0.375253	12.343500	0.169481	0.500559
1.124778	0.375253	13.545579	0.169481	0.510529
1.124775	0.375252	13.545579	0.169481	0.528314
1.124771	0.375252	15.515950	0.169481	0.480319
1.124763	0.375253	15.357717	0.169481	0.560975
1.124767	0.375252	14.261976	0.169481	0.470211
1.124762	0.375252	14.261976	0.169480	0.543673
1.124760	0.375253	14.261976	0.169480	0.509085
1.124753	0.375253	14.261976	0.169481	0.623730
1.124758	0.375253	12.177975	0.169481	0.612806
1.124763	0.375253	12.177975	0.169481	0.516751
1.124757	0.375254	12.375097	0.169481	0.527496
1.124760	0.375255	12.055475	0.169481	0.511039
1.124765	0.375255	9.858038	0.169481	0.604752
1.124772	0.375256	11.095249	0.169480	0.594620
1.124770	0.375256	11.095249	0.169480	0.529707
1.124772	0.375256	11.095249	0.169480	0.584170
1.124770	0.375255	14.939001	0.169481	0.486078
1.124781	0.375255	12.060792	0.169481	0.517257
1.124783	0.375256	12.060792	0.169481	0.513970
1.124782	0.375256	13.174905	0.169481	0.586994
1.124781	0.375255	10.802710	0.169481	0.511046
1.124776	0.375255	12.312334	0.169481	0.505524
1.124781	0.375255	12.312334	0.169480	0.530613
1.124788	0.375257	12.312334	0.169481	0.514010
1.124788	0.375257	12.312334	0.169481	0.474440
1.124786	0.375259	12.312334	0.169481	0.495736
1.124788	0.375259	11.743033	0.169481	0.491432
1.124796	0.375259	11.264242	0.169481	0.626321
1.124791	0.375259	11.264242	0.169481	0.475107
1.124778	0.375260	9.999446	0.169481	0.452432
1.124777	0.375259	9.999446	0.169481	0.567728
1.124766	0.375258	10.471765	0.169481	0.514263
1.124756	0.375259	10.471765	0.169482	0.454267
1.124758	0.375259	10.471765	0.169482	0.494099
1.124763	0.375258	13.491935	0.169481	0.561126
1.124763	0.375258	13.491935	0.169481	0.570324
1.124760	0.375257	10.975011	0.169481	0.563249
1.124765	0.375256	12.048654	0.169482	0.505483
1.124762	0.375256	12.048654	0.169482	0.486965
1.124764	0.375256	12.048654	0.169482	0.491224
1.124759	0.375256	12.048654	0.169482	0.556283
1.124754	0.375256	14.113450	0.169482	0.574373
1.124757	0.375256	15.688127	0.169482	0.517468
1.124765	0.375256	15.688127	0.169482	0.491052
1.124765	0.375256	14.306361	0.169482	0.453616
1.124772	0.375255	12.751693	0.169482	0.459687
1.124779	0.375255	15.768918	0.169482	0.583968
1.124778	0.375255	17.447722	0.169482	0.516227
1.124781	0.375255	17.447722	0.169482	0.502552
1.124780	0.375255	10.235322	0.169482	0.453782
1.124781	0.375253	11.716840	0.169482	0.520430
1.124783	0.375253	11.716840	0.169482	0.527167
1.124779	0.375254	11.716840	0.169482	0.460182
1.124776	0.375254	12.418215	0.169482	0.509393
1.124784	0.375255	14.395189	0.169482	0.524009
1.124784	0.375255	14.395189	0.169482	0.517490
1.124779	0.375255	13.085674	0.169482	0.500043
1.124775	0.375255	13.085674	0.169482	0.508111
1.124782	0.375255	13.085674	0.169482	0.528462
1.124776	0.375255	13.200612	0.169482	0.449615
1.124777	0.375255	14.554060	0.169482	0.516964
1.124786	0.375254	14.554060	0.169482	0.520006
1.124781	0.375255	11.053727	0.169482	0.528815
1.124782	0.375255	11.062594	0.169483	0.528041
1.124781	0.375256	11.967774	0.169483	0.529037
1.124786	0.375255	11.967774	0.169483	0.488280
1.124786	0.375255	11.967774	0.169482	0.493965
1.124783	0.375255	8.961355	0.169483	0.531223
1.124780	0.375254	14.045176	0.169483	0.561385
1.124778	0.375253	13.905400	0.169483	0.517447
1.124780	0.375253	13.905400	0.169483	0.526419
1.124790	0.375253	13.905400	0.169483	0.532263
1.124788	0.375254	14.525470	0.169483	0.429362
1.124790	0.375253	11.939276	0.169483	0.544135
1.124781	0.375253	11.939276	0.169483	0.542157
1.124777	0.375252	11.082509	0.169483	0.511892
1.124767	0.375252	12.994053	0.169483	0.503301
1.124766	0.375252	12.994053	0.169483	0.511986
1.124768	0.375253	12.994053	0.169483	0.561140
1.124765	0.375252	11.331371	0.169483	0.497025
1.124760	0.375253	12.742338	0.169483	0.522807
1.124767	0.375253	12.742338	0.169483	0.442136
1.124761	0.375252	11.793364	0.169483	0.566046
1.124759	0.375252	11.793364	0.169483	0.553756
1.124759	0.375252	12.124988	0.169483	0.488507
1.124765	0.375253	17.523611	0.169483	0.502716
1.124759	0.375252	17.523611	0.169483	0.545870
1.124769	0.375251	13.340056	0.169483	0.468020
1.124774	0.375252	15.152632	0.169483	0.472325
1.124766	0.375252	15.152632	0.169482	0.469137
1.124761	0.375253	15.152632	0.169482	0.517250
1.124757	0.375252	13.811463	0.169482	0.534220
1.124750	0.375252	13.693273	0.169482	0.567598
1.124749	0.375251	13.693273	0.169482	0.523901
1.124753	0.375250	13.218389	0.169482	0.564800
1.124751	0.375251	12.701875	0.169482	0.581974
1.124750	0.375250	12.655765	0.169482	0.545459
1.124755	0.375250	13.765046	0.169482	0.490676
1.124751	0.375251	13.765046	0.169482	0.538875
1.124743	0.375250	15.270657	0.169482	0.532739
1.124749	0.375250	16.855216	0.169482	0.525629
1.124756	0.375250	18.265541	0.169482	0.490381
1.124754	0.375250	16.560486	0.169482	0.490516
1.124758	0.375250	14.214808	0.169482	0.553587
1.124762	0.375251	14.265359	0.169481	0.547160
1.124757	0.375252	15.527235	0.169481	0.510424
1.124758	0.375252	15.527235	0.169481	0.487387
1.124758	0.375251	15.527235	0.169481	0.565546
1.124764	0.375252	13.062748	0.169481	0.543102
1.124771	0.375251	9.731342	0.169481	0.593811
1.124771	0.375251	14.398021	0.169481	0.486467
1.124784	0.375252	14.398021	0.169481	0.516193
1.124788	0.375252	10.000511	0.169481	0.521110
1.124787	0.375252	10.000511	0.169481	0.551007
1.124787	0.375252	10.000511	0.169481	0.550770
1.124783	0.375252	14.835470	0.169481	0.510198
1.124774	0.375252	14.835470	0.169481	0.520961
1.124773	0.375252	14.835470	0.169481	0.537611
1.124775	0.375252	14.835470	0.169481	0.606220
1.124777	0.375251	13.974376	0.169480	0.489843
1.124788	0.375252	13.974376	0.169480	0.452426
1.124786	0.375252	13.974376	0.169480	0.523907
1.124790	0.375252	13.221777	0.169481	0.527647
1.124784	0.375251	13.221777	0.169481	0.510790
1.124789	0.375251	13.221777	0.169480	0.543960
1.124799	0.375251	15.697156	0.169481	0.492120
1.124800	0.375251	14.927302	0.169481	0.531868
1.124799	0.375251	13.408683	0.169481	0.541802
1.124804	0.375251	13.091414	0.169481	0.525021
1.124801	0.375251	13.091414	0.169481	0.474140
1.124800	0.375250	13.091414	0.169481	0.534798
1.124795	0.375251	13.021269	0.169481	0.516606
1.124790	0.375251	13.708735	0.169481	0.518101
1.124794	0.375251	13.708735	0.169481	0.584626
1.124794	0.375251	12.189562	0.169481	0.529427
1.124792	0.375252	11.583449	0.169481	0.588270
1.124788	0.375252	11.583449	0.169481	0.558780
1.124783	0.375251	11.583449	0.169481	0.596946
1.124782	0.375250	11.583449	0.169481	0.557104
1.124780	0.375250	11.583449	0.169481	0.538262
1.124785	0.375250	11.583449	0.169481	0.529121
1.124786	0.375250	11.583449	0.169481	0.511491
1.124777	0.375250	11.583449	0.169481	0.469489
1.124778	0.375251	13.130430	0.169480	0.500208
1.124780	0.375251	13.130430	0.169480	0.501827
1.124776	0.375251	13.495865	0.169480	0.545102
1.124778	0.375251	13.495865	0.169480	0.534434
1.124770	0.375251	13.495865	0.169480	0.496800
1.124775	0.375252	13.495865	0.169480	0.542204
1.124780	0.375252	13.495865	0.169480	0.543796
1.124777	0.375253	13.495865	0.169480	0.479766
1.124778	0.375253	12.668063	0.169480	0.480924
1.124786	0.375253	15.271516	0.169480	0.519054
1.124786	0.375254	15.271516	0.169480	0.533126
1.124784	0.375254	13.552091	0.169480	0.530252
1.124778	0.375254	13.552091	0.169480	0.528422
1.124776	0.375253	13.161364	0.169479	0.545758
1.124778	0.375253	11.870224	0.169480	0.517669
1.124775	0.375253	13.768259	0.169480	0.532830
1.124777	0.375254	14.710854	0.169480	0.569034
1.124779	0.375252	12.756139	0.169480	0.561534
1.124780	0.375252	13.642115	0.169480	0.545886
1.124785	0.375252	12.747517	0.169480	0.551093
1.124785	0.375251	12.269743	0.169480	0.486007
1.124781	0.375251	10.870872	0.169480	0.536811
1.124786	0.375252	10.870872	0.169480	0.613365
1.124782	0.375251	15.350274	0.169480	0.542228
1.124779	0.375252	16.686715	0.169480	0.518018
1.124779	0.375251	11.484856	0.169480	0.566780
1.124772	0.375251	11.484856	0.169480	0.451509
1.124775	0.375251	11.484856	0.169481	0.553915
1.124774	0.375251	11.484856	0.169480	0.591587
1.124774	0.375251	15.469657	0.169480	0.605856
1.124771	0.375251	15.469657	0.169480	0.546668
1.124770	0.375250	15.469657	0.169480	0.523917
1.124772	0.375251	15.469657	0.169480	0.506806
1.124771	0.375251	15.469657	0.169480	0.571563
1.124770	0.375251	14.612168	0.169480	0.519161
1.124776	0.375250	13.379886	0.169480	0.561912
1.124774	0.375250	13.379886	0.169480	0.566006
1.124774	0.375250	13.379886	0.169480	0.583105
1.124787	0.375250	13.089726	0.169480	0.555826
1.124792	0.375251	13.089726	0.169480	0.541451
1.124795	0.375251	11.591262	0.169480	0.527024
1.124799	0.375252	11.591262	0.169480	0.502351
1.124799	0.375252	10.513434	0.169480	0.448203
1.124799	0.375251	11.073142	0.169480	0.528262
1.124793	0.375251	11.073142	0.169480	0.521314
1.124793	0.375251	14.484492	0.169480	0.472975
1.124794	0.375252	14.484492	0.169480	0.529268
1.124807	0.375253	14.318706	0.169480	0.502757
1.124807	0.375253	12.129470	0.169480	0.497146
1.124813	0.375254	12.129470	0.169480	0.513779
1.124816	0.375255	12.129470	0.169480	0.570302
1.124815	0.375255	12.771587	0.169480	0.563363
1.124812	0.375255	12.771587	0.169480	0.482605
1.124820	0.375255	11.601738	0.169480	0.533070
1.124824	0.375256	13.889185	0.169479	0.561663
1.124821	0.375257	12.601640	0.169479	0.464742
1.124818	0.375256	13.617940	0.169479	0.484551
1.124816	0.375255	12.268565	0.169480	0.526403
1.124814	0.375255	13.375296	0.169480	0.484553
1.124821	0.375254	15.866891	0.169480	0.511777
1.124820	0.375255	15.843246	0.169480	0.507327
1.124827	0.375254	15.843246	0.169480	0.501607
1.124823	0.375253	15.843246	0.169480	0.572447
1.124817	0.375253	13.476815	0.169480	0.485009
1.124809	0.375253	14.849096	0.169480	0.519173
1.124807	0.375254	12.059561	0.169480	0.520350
1.124812	0.375252	12.059561	0.169480	0.565008
1.124813	0.375252	12.059561	0.169480	0.533191
1.124812	0.375251	9.577395	0.169480	0.505075
1.124813	0.375251	12.106735	0.169480	0.452082
1.124812	0.375251	12.106735	0.169480	0.492370
1.124807	0.375251	12.106735	0.169480	0.547484
1.124804	0.375252	12.106735	0.169480	0.480799
1.124801	0.375250	12.106735	0.169480	0.592092
1.124808	0.375249	12.330509	0.169480	0.566386
1.124812	0.375249	12.330509	0.169480	0.506437
1.124811	0.375250	11.958702	0.169480	0.516000
1.124809	0.375250	11.966932	0.169480	0.555901
1.124818	0.375250	11.945597	0.169480	0.472439
1.124816	0.375251	11.945597	0.169480	0.573385
1.124823	0.375251	11.945597	0.169480	0.567708
1.124825	0.375251	11.945597	0.169480	0.531396
1.124836	0.375251	11.945597	0.169480	0.532064
1.124834	0.375250	11.945597	0.169481	0.541910
1.124834	0.375250	11.945597	0.169481	0.486524
1.124844	0.375250	11.945597	0.169480	0.504477
1.124838	0.375250	11.945597	0.169480	0.524757
1.124843	0.375249	11.945597	0.169481	0.498053
1.124848	0.375249	11.945597	0.169480	0.497545
1.124851	0.375249	11.319941	0.169481	0.509196
1.124848	0.375249	13.554823	0.169481	0.593791
1.124844	0.375248	13.554823	0.169481	0.553836
1.124848	0.375249	13.554823	0.169481	0.458162
1.124845	0.375248	12.494892	0.169481	0.502996
1.124839	0.375247	13.525345	0.169482	0.484911
1.124834	0.375247	11.779402	0.169482	0.516346
1.124834	0.375247	13.802409	0.169482	0.497642
1.124838	0.375247	13.299649	0.169482	0.524799
1.124839	0.375247	12.493948	0.169482	0.512621
1.124844	0.375247	11.156054	0.169482	0.558921
1.124842	0.375248	12.404441	0.169481	0.488555
1.124847	0.375248	8.932149	0.169482	0.516639
1.124850	0.375249	8.932149	0.169482	0.539299
1.124854	0.375250	9.506888	0.169482	0.503301
1.124856	0.375249	9.702372	0.169482	0.573716
1.124852	0.375250	9.997333	0.169482	0.440408
1.124852	0.375251	9.997333	0.169482	0.473580
1.124851	0.375251	11.447833	0.169482	0.530741
1.124856	0.375251	11.346098	0.169482	0.523316
1.124861	0.375251	11.346098	0.169482	0.525335
1.124851	0.375251	11.346098	0.169482	0.524580
1.124858	0.375252	11.115062	0.169482	0.542374
1.124852	0.375252	13.737979	0.169482	0.527063
1.124852	0.375252	13.737979	0.169483	0.535644
1.124856	0.375252	13.737979	0.169483	0.572715
1.124849	0.375253	11.798445	0.169483	0.505752
1.124853	0.375252	11.798445	0.169483	0.521378
1.124852	0.375252	11.798445	0.169483	0.555517
1.124854	0.375253	11.798445	0.169483	0.467687
1.124849	0.375252	12.632187	0.169482	0.545231
1.124845	0.375251	12.990278	0.169482	0.513348
1.124845	0.375252	12.990278	0.169482	0.569749
1.124849	0.375252	11.603568	0.169482	0.529701
1.124851	0.375252	11.937712	0.169482	0.512641
1.124843	0.375252	11.992637	0.169482	0.544899
1.124844	0.375253	11.992637	0.169482	0.551160
1.124848	0.375253	11.992637	0.169482	0.470990
1.124852	0.375252	15.150108	0.169482	0.553216
1.124853	0.375252	15.150108	0.169482	0.560270
1.124855	0.375252	16.350504	0.169482	0.523644
1.124858	0.375251	16.350504	0.169482	0.511201
1.124852	0.375252	17.656971	0.169482	0.517632
1.124848	0.375253	17.330654	0.169482	0.601404
1.124853	0.375253	16.489596	0.169482	0.532803
1.124843	0.375253	13.769752	0.169482	0.537767
1.124847	0.375252	11.787064	0.169482	0.443092
1.124849	0.375252	11.787064	0.169482	0.480640
1.124852	0.375252	11.787064	0.169481	0.534150
1.124857	0.375252	16.931103	0.169481	0.521094
1.124852	0.375252	16.931103	0.169481	0.487168
1.124848	0.375251	16.464351	0.169481	0.500282
1.124848	0.375251	18.023839	0.169481	0.532070
1.124845	0.375251	11.899354	0.169481	0.523488
1.124853	0.375251	11.899354	0.169481	0.538208
1.124845	0.375252	11.899354	0.169481	0.531291
1.124848	0.375252	11.173366	0.169481	0.572937
1.124851	0.375253	11.746594	0.169482	0.516116
1.124855	0.375252	11.746594	0.169482	0.466117
1.124860	0.375251	11.746594	0.169481	0.478988
1.124863	0.375252	13.739590	0.169481	0.489365
1.124870	0.375252	11.811826	0.169481	0.499268
1.124865	0.375253	12.702355	0.169481	0.557034
1.124861	0.375254	12.702355	0.169481	0.521468
1.124858	0.375254	12.407775	0.169481	0.518602
1.124861	0.375254	12.407775	0.169481	0.583261
1.124860	0.375255	12.407775	0.169481	0.531356
1.124861	0.375256	12.407775	0.169481	0.504928
1.124864	0.375255	13.349098	0.169481	0.568804
1.124859	0.375255	12.936023	0.169481	0.531576
1.124853	0.375255	13.136355	0.169481	0.538798
1.124855	0.375255	14.831919	0.169481	0.491351
1.124851	0.375256	12.143467	0.169480	0.564196
1.124848	0.375256	12.599182	0.169480	0.439501
1.124845	0.375256	13.662317	0.169481	0.454263
1.124841	0.375256	15.125369	0.169480	0.487230
1.124840	0.375256	14.557364	0.169480	0.567596
1.124841	0.375255	14.689012	0.169480	0.582621
1.124843	0.375255	13.652049	0.169480	0.529214
1.124845	0.375255	13.652049	0.169480	0.498301
1.124842	0.375255	15.593419	0.169480	0.513567
1.124837	0.375255	15.593419	0.169480	0.496622
1.124833	0.375254	16.317960	0.169480	0.596530
1.124840	0.375254	13.198110	0.169479	0.530656
1.124848	0.375254	13.198110	0.169479	0.568607
1.124848	0.375254	13.715727	0.169479	0.491297
1.124842	0.375255	13.715727	0.169479	0.497593
1.124839	0.375253	13.715727	0.169479	0.578868
1.124839	0.375254	13.715727	0.169479	0.551055
1.124835	0.375253	13.715727	0.169479	0.488104
1.124838	0.375253	13.715727	0.169479	0.507304
1.124839	0.375254	13.715727	0.169480	0.498463
1.124838	0.375255	13.440753	0.169480	0.582698
1.124834	0.375256	13.440753	0.169480	0.575189
1.124833	0.375255	11.080038	0.169480	0.503656
1.124842	0.375256	11.080038	0.169480	0.531961
1.124840	0.375256	13.940388	0.169480	0.490656
1.124850	0.375256	13.824240	0.169480	0.481212
1.124848	0.375256	10.805852	0.169480	0.519050
1.124841	0.375256	11.396978	0.169480	0.471073
1.124840	0.375256	11.396978	0.169480	0.506412
1.124838	0.375256	11.396978	0.169480	0.540481
1.124845	0.375255	10.544123	0.169480	0.551169
1.124842	0.375256	10.544123	0.169480	0.475252
1.124837	0.375255	13.200662	0.169480	0.535660
1.124840	0.375255	13.200662	0.169480	0.495041
1.124831	0.375255	13.215541	0.169480	0.598925
1.124833	0.375255	12.533495	0.169480	0.564509
1.124837	0.375254	12.839193	0.169480	0.503976
1.124829	0.375255	12.674338	0.169480	0.576640
1.124828	0.375255	14.123156	0.169480	0.552498
1.124833	0.375256	13.512550	0.169479	0.604514
1.124830	0.375256	13.175824	0.169479	0.585455
1.124834	0.375255	9.448930	0.169480	0.515728
1.124831	0.375255	9.448930	0.169480	0.565088
1.124832	0.375255	11.009780	0.169479	0.411521
1.124837	0.375256	11.009780	0.169479	0.562312
1.124839	0.375256	11.009780	0.169479	0.539074
1.124836	0.375256	11.560034	0.169479	0.501674
1.124835	0.375256	11.560034	0.169479	0.509878
1.124835	0.375256	12.575520	0.169479	0.535079
1.124831	0.375256	12.575520	0.169479	0.473681
1.124826	0.375257	12.575520	0.169480	0.511823
1.124822	0.375258	10.760841	0.169480	0.543479
1.124820	0.375258	10.760841	0.169480	0.520856
1.124814	0.375258	10.198076	0.169480	0.536908
1.124809	0.375257	10.198076	0.169480	0.475649
1.124808	0.375257	13.162420	0.169480	0.551525
1.124810	0.375257	13.162420	0.169481	0.545740
1.124812	0.375259	14.083203	0.169481	0.472577
1.124813	0.375258	12.547300	0.169481	0.475634
1.124815	0.375258	12.397018	0.169481	0.567038
1.124806	0.375259	11.830740	0.169481	0.484950
1.124801	0.375259	11.830740	0.169481	0.530997
1.124800	0.375258	10.363279	0.169481	0.536742
1.124804	0.375259	10.363279	0.169481	0.515611
1.124799	0.375259	10.363279	0.169481	0.590624
1.124807	0.375259	12.466329	0.169481	0.526481
1.124809	0.375258	12.761934	0.169481	0.498665
1.124803	0.375259	12.761934	0.169481	0.552528
1.124795	0.375259	12.761934	0.169481	0.534433
1.124807	0.375259	11.385201	0.169481	0.522598
1.124811	0.375259	14.515431	0.169481	0.482812
1.124811	0.375258	11.040234	0.169481	0.469542
1.124801	0.375258	12.312558	0.169481	0.532803
1.124802	0.375259	12.889505	0.169481	0.471042
1.124804	0.375258	11.112811	0.169481	0.529047
1.124801	0.375259	12.700159	0.169481	0.544329
1.124803	0.375259	12.374897	0.169481	0.551896
1.124808	0.375258	12.374897	0.169481	0.539251
1.124810	0.375259	12.374897	0.169481	0.513737
1.124807	0.375259	12.930694	0.169482	0.461633
1.124804	0.375258	14.770256	0.169481	0.489099
1.124806	0.375257	14.770256	0.169481	0.545606
1.124809	0.375257	14.770256	0.169481	0.546602
1.124812	0.375257	14.770256	0.169481	0.500933
1.124806	0.375257	18.783988	0.169481	0.511748
1.124789	0.375258	20.561956	0.169481	0.543485
1.124801	0.375259	20.561956	0.169481	0.497172
1.124800	0.375258	20.561956	0.169481	0.513929
1.124795	0.375258	20.416880	0.169481	0.578686
1.124792	0.375258	18.094835	0.169481	0.510853
1.124795	0.375258	18.094835	0.169481	0.504342
1.124799	0.375258	17.848527	0.169481	0.602441
1.124804	0.375258	16.048854	0.169481	0.534802
1.124804	0.375258	15.633462	0.169481	0.530841
1.124811	0.375256	12.894948	0.169481	0.490735
1.124812	0.375257	12.849849	0.169481	0.513591
1.124803	0.375257	14.120345	0.169481	0.476722
1.124801	0.375258	13.094457	0.169481	0.497689
1.124800	0.375259	11.903656	0.169481	0.576639
1.124799	0.375258	11.903656	0.169482	0.460958
1.124798	0.375258	13.903522	0.169482	0.518304
1.124800	0.375258	13.421849	0.169482	0.490205
1.124795	0.375258	13.421849	0.169482	0.520094
1.124798	0.375259	13.231369	0.169482	0.620611
1.124799	0.375258	14.948373	0.169482	0.511405
1.124800	0.375258	10.560348	0.169482	0.518053
1.124799	0.375258	12.094586	0.169482	0.521748
1.124792	0.375257	12.094586	0.169482	0.475383
1.124801	0.375256	12.094586	0.169481	0.519886
1.124809	0.375256	11.106647	0.169481	0.517811
1.124798	0.375256	12.170194	0.169481	0.556111
1.124795	0.375256	12.170194	0.169481	0.556209
1.124800	0.375256	12.447722	0.169481	0.506310
1.124798	0.375255	12.447722	0.169481	0.522834
1.124798	0.375254	12.447722	0.169481	0.473334
1.124796	0.375254	12.811782	0.169481	0.507925
1.124803	0.375254	11.708786	0.169481	0.520078
1.124796	0.375255	11.708786	0.169481	0.520752
1.124793	0.375254	11.708786	0.169481	0.565749
1.124796	0.375253	11.708786	0.169481	0.496244
1.124796	0.375253	15.758225	0.169480	0.570413
1.124786	0.375252	14.214665	0.169481	0.516776
1.124785	0.375251	14.149250	0.169481	0.498265
1.124779	0.375252	12.455217	0.169481	0.502856
1.124762	0.375252	13.159553	0.169481	0.531152
1.124765	0.375251	11.912966	0.169481	0.584242
1.124759	0.375252	11.912966	0.169481	0.468384
1.124756	0.375252	12.727051	0.169481	0.482386
1.124756	0.375251	14.057383	0.169481	0.456278
1.124761	0.375250	13.757806	0.169481	0.593944
1.124757	0.375251	14.216215	0.169481	0.501821
1.124751	0.375250	14.912885	0.169481	0.481357
1.124749	0.375251	14.912885	0.169481	0.489300
1.124757	0.375249	9.300247	0.169481	0.488085
1.124766	0.375249	13.250971	0.169481	0.549170
1.124767	0.375249	13.250971	0.169481	0.521747
1.124776	0.375249	11.353800	0.169481	0.530429
1.124775	0.375250	12.636162	0.169481	0.572616
1.124774	0.375250	12.636162	0.169481	0.548334
1.124771	0.375250	12.636162	0.169481	0.527345
1.124771	0.375252	12.636162	0.169481	0.557911
1.124778	0.375251	11.936093	0.169481	0.529802
1.124774	0.375250	15.534649	0.169481	0.531072
1.124771	0.375252	13.167554	0.169481	0.499792
1.124771	0.375254	13.167554	0.169481	0.507466
1.124775	0.375254	13.113279	0.169481	0.494837
1.124774	0.375254	10.629429	0.169481	0.499102
1.124774	0.375254	10.516156	0.169481	0.569008
1.124771	0.375254	11.762173	0.169481	0.558826
1.124767	0.375254	13.678536	0.169481	0.495546
1.124770	0.375254	15.538795	0.169481	0.607005
1.124771	0.375253	15.538795	0.169481	0.531008
1.124759	0.375253	13.014890	0.169481	0.512435
1.124754	0.375253	10.631343	0.169481	0.571257
1.124761	0.375253	10.631343	0.169481	0.548057
1.124763	0.375255	10.923581	0.169481	0.504504
1.124760	0.375255	10.923581	0.169481	0.453774
1.124759	0.375256	11.774438	0.169481	0.519635
1.124756	0.375255	11.774438	0.169481	0.509025
1.124763	0.375256	11.774438	0.169481	0.565024
1.124764	0.375255	11.774438	0.169481	0.560829
1.124757	0.375256	11.774438	0.169481	0.461391
1.124754	0.375256	11.774438	0.169481	0.430356
1.124762	0.375257	11.774438	0.169481	0.598506
1.124758	0.375257	10.953042	0.169481	0.475498
1.124756	0.375258	15.211438	0.169481	0.497590
1.124758	0.375257	15.211438	0.169481	0.526682
1.124763	0.375257	9.304663	0.169481	0.561884
1.124760	0.375257	8.876281	0.169481	0.553332
1.124771	0.375257	10.220898	0.169481	0.519839
1.124765	0.375257	11.694080	0.169480	0.542435
1.124773	0.375256	9.027398	0.169480	0.530722
1.124772	0.375255	12.320143	0.169480	0.497505
1.124781	0.375254	12.320143	0.169480	0.574863
1.124781	0.375254	12.444295	0.169480	0.536475
1.124781	0.375254	13.476497	0.169479	0.583139
1.124776	0.375254	10.881253	0.169480	0.505387
1.124771	0.375254	10.881253	0.169480	0.488374
1.124770	0.375255	10.881253	0.169480	0.541100
1.124777	0.375256	12.401229	0.169480	0.558181
1.124779	0.375257	12.993175	0.169480	0.520140
1.124778	0.375256	12.993175	0.169480	0.545924
1.124773	0.375256	12.993175	0.169480	0.576529
1.124767	0.375256	12.714393	0.169480	0.503094
1.124764	0.375256	12.714393	0.169480	0.527006
1.124762	0.375256	12.714393	0.169480	0.591054
1.124770	0.375256	12.714393	0.169480	0.595644
1.124771	0.375256	12.714393	0.169480	0.464572
1.124768	0.375257	13.117734	0.169480	0.507774
1.124773	0.375256	13.117734	0.169480	0.470961
1.124768	0.375256	10.082236	0.169480	0.481526
1.124768	0.375256	12.201150	0.169480	0.534337
1.124776	0.375256	11.262430	0.169480	0.536812
1.124772	0.375258	12.274556	0.169480	0.557210
1.124758	0.375257	12.517323	0.169480	0.469472
1.124752	0.375257	12.517323	0.169480	0.503022
1.124749	0.375258	12.517323	0.169480	0.564591
1.124746	0.375258	13.012980	0.169480	0.535965
1.124735	0.375256	17.502933	0.169480	0.575167
1.124737	0.375256	14.138277	0.169480	0.558136
1.124733	0.375256	14.138277	0.169480	0.571547
1.124731	0.375255	9.550734	0.169480	0.483926
1.124731	0.375256	13.300530	0.169481	0.496945
1.124730	0.375255	13.300530	0.169481	0.532664
1.124734	0.375256	13.058258	0.169480	0.569866
1.124731	0.375255	13.058258	0.169480	0.574738
1.124735	0.375255	13.058258	0.169480	0.497453
1.124743	0.375255	15.536906	0.169480	0.525526
1.124744	0.375256	15.536906	0.169480	0.530779
1.124744	0.375256	15.536906	0.169481	0.491902
1.124751	0.375256	15.536906	0.169480	0.580005
1.124741	0.375256	14.319883	0.169481	0.543799
1.124738	0.375256	14.601240	0.169481	0.537967
1.124747	0.375257	10.887980	0.169481	0.517498
1.124749	0.375257	10.887980	0.169481	0.485395
1.124751	0.375256	10.887980	0.169481	0.512507
1.124748	0.375256	13.674060	0.169481	0.504549
1.124750	0.375256	9.363928	0.169481	0.535590
1.124749	0.375257	9.233727	0.169481	0.548320
1.124747	0.375256	9.443807	0.169480	0.594489
